CourseOfferingID,Section,Days,StartTime,EndTime,Meeting_Type,ProfessorID,InstructionalMethod,CRN,MaxNumberOfSeats,CourseID,CourseTermID,StudentLevelID,LocationID
6235,B1V,T Th,12:15:00,13:30:00,Class,316,F2F,59269,15,1190,55,1,9
6236,B1V,T,10:45:00,13:15:00,Exam,316,F2F,59269,15,1190,55,1,9
6237,HNF,W,13:30:00,14:20:00,Class,316,F2F,54756,20,791,55,1,9
6238,001,,,,Class,317,F2F,59551,1,942,55,1,1
6239,01W,,,,Class,317,Online,54633,22,248,55,1,92
6240,02W,,,,Class,317,Online,54634,22,248,55,1,92
6241,03W,,,,Class,317,Online,54635,22,248,55,1,92
6242,001,,,,Class,317,F2F,54706,1,1038,55,1,1
6243,001,,,,Class,317,F2F,54707,1,1034,55,1,1
6244,001,T,16:15:00,18:45:00,Exam,318,F2F,57443,25,1134,55,1,28
6245,001,T,16:30:00,19:30:00,Class,318,F2F,57443,25,1134,55,1,28
6246,002,T,08:00:00,10:40:00,Class,323,F2F,55824,16,199,55,1,79
6247,002,,,,Class,323,F2F,55824,16,199,55,1,1
6248,002,W,10:45:00,13:15:00,Exam,323,F2F,55819,24,17,55,1,27
6249,002,W,07:00:00,19:00:00,Class,323,F2F,55819,24,17,55,1,78
6250,002,T,12:15:00,15:05:00,Class,323,F2F,55819,24,17,55,1,27
6251,001,T Th,15:05:00,16:20:00,Class,324,F2F,54760,25,107,55,1,36
6252,001,T,13:30:00,16:00:00,Exam,324,F2F,54760,25,107,55,1,36
6253,001,M W,17:00:00,18:15:00,Class,324,F2F,54761,25,108,55,1,39
6254,001,M,16:15:00,18:45:00,Exam,324,F2F,54761,25,108,55,1,39
6255,002,T Th,16:30:00,17:45:00,Class,324,F2F,54764,25,108,55,1,36
6256,002,Th,16:15:00,18:45:00,Exam,324,F2F,54764,25,108,55,1,36
6257,B01,M W,12:00:00,13:15:00,Class,324,F2F,54763,24,108,55,1,67
6258,B01,W,13:30:00,16:00:00,Exam,324,F2F,54763,24,108,55,1,67
6259,01T,W,13:00:00,14:15:00,Class,328,F2F,57225,35,402,55,1,41
6260,01T,M,13:30:00,16:00:00,Exam,328,F2F,57225,35,402,55,1,41
6261,01T,,,,Class,328,Online,57225,35,402,55,1,92
6262,01T,M W,11:30:00,12:45:00,Class,328,F2F,57234,28,543,55,1,41
6263,01T,M,10:45:00,13:15:00,Exam,328,F2F,57234,28,543,55,1,41
6264,P02,,,,Class,328,Online,57236,20,543,56,1,92
6265,02X,,,,Class,336,Online,59414,21,731,55,1,92
6266,001,T Th,09:25:00,10:40:00,Class,336,F2F,54710,20,1039,55,1,57
6267,001,T,08:00:00,10:30:00,Exam,336,F2F,54710,20,1039,55,1,57
6268,01X,,,,Class,336,Online,54654,4,1139,55,1,92
6269,01W,,,,Class,336,Online,54657,25,1210,55,1,92
6270,001,T Th,10:50:00,12:05:00,Class,336,F2F,54711,20,337,55,1,22
6271,001,Th,10:45:00,13:15:00,Exam,336,F2F,54711,20,337,55,1,22
6272,01W,,,,Class,337,Online,56790,24,220,55,1,92
6273,01W,,,,Class,337,Online,56791,24,945,55,1,92
6274,02W,,,,Class,337,Online,56792,24,945,55,1,92
6275,01W,,,,Class,338,Online,54768,25,108,55,1,92
6276,PW1,,,,Class,338,Online,54729,25,108,55,1,92
6277,001,M W,15:30:00,16:45:00,Class,338,F2F,59579,25,1006,55,1,38
6278,001,W,16:15:00,18:45:00,Exam,338,F2F,59579,25,1006,55,1,38
6279,01I,,,,Class,338,F2F,60116,1,598,55,1,1
6280,B7X,T Th,12:15:00,14:45:00,Class,341,F2F,54502,10,894,55,1,82
6281,B7X,T,10:45:00,13:15:00,Exam,341,F2F,54502,10,894,55,1,82
6282,B6X,T Th,09:25:00,12:05:00,Class,341,F2F,54499,10,345,55,1,82
6283,B6X,T,08:00:00,10:30:00,Exam,341,F2F,54499,10,345,55,1,82
6284,B7X,T Th,12:15:00,14:45:00,Class,341,F2F,54503,5,896,55,1,82
6285,B7X,T,10:45:00,13:15:00,Exam,341,F2F,54503,5,896,55,1,82
6286,B7X,T Th,12:15:00,14:45:00,Class,341,F2F,54504,5,898,55,1,82
6287,B7X,T,10:45:00,13:15:00,Exam,341,F2F,54504,5,898,55,1,82
6288,B6X,T Th,09:25:00,12:05:00,Class,341,F2F,54500,5,347,55,1,82
6289,B6X,T,08:00:00,10:30:00,Exam,341,F2F,54500,5,347,55,1,82
6290,B6X,T Th,09:25:00,12:05:00,Class,341,F2F,54501,5,31,55,1,82
6291,B6X,T,08:00:00,10:30:00,Exam,341,F2F,54501,5,31,55,1,82
6292,01I,,,,Class,341,F2F,60435,1,585,55,1,1
6293,002,,,,Class,345,F2F,60241,1,29,55,1,1
6294,B1F,T Th,09:25:00,10:40:00,Class,345,F2F,56990,20,116,55,1,8
6295,B1F,T,08:00:00,10:30:00,Exam,345,F2F,56990,20,116,55,1,8
6296,B1F,T,12:15:00,15:05:00,Class,345,F2F,56990,20,116,55,1,58
6297,H1F,T Th,09:25:00,10:40:00,Class,345,F2F,60448,1,116,55,1,8
6298,H1F,T,08:00:00,10:30:00,Exam,345,F2F,60448,1,116,55,1,8
6299,H1F,T,12:15:00,15:05:00,Class,345,F2F,60448,1,116,55,1,58
6300,01W,,,,Class,352,Online,57258,25,960,55,1,92
6301,W82,,,,Class,352,Online,57260,25,484,56,1,92
6302,001,T Th,10:50:00,12:05:00,Class,352,Online,57323,25,1017,55,1,92
6303,001,Th,10:45:00,13:15:00,Exam,352,Online,57323,25,1017,55,1,92
6304,PW0,,,,Class,352,Online,57261,25,1017,55,1,92
6305,001,M W,15:30:00,16:45:00,Class,354,F2F,58149,25,640,55,1,75
6306,001,W,16:15:00,18:45:00,Exam,354,F2F,58149,25,640,55,1,75
6307,WS1,M W F,11:00:00,11:50:00,Class,354,Online,58102,25,91,55,1,92
6308,WS1,M,10:45:00,13:15:00,Exam,354,Online,58102,25,91,55,1,92
6309,01W,,,,Class,354,Online,58135,25,257,55,1,92
6310,02W,,,,Class,354,Online,58136,25,257,55,1,92
6311,001,,,,Class,364,Online,60172,3,638,55,1,92
6312,01W,,,,Class,364,Online,54701,10,1048,55,1,92
6313,001,M W F,09:00:00,09:50:00,Class,364,F2F,54712,20,443,55,1,22
6314,001,W,08:00:00,10:30:00,Exam,364,F2F,54712,20,443,55,1,22
6315,002,M W F,10:00:00,10:50:00,Class,364,F2F,54713,20,443,55,1,22
6316,002,W,10:45:00,13:15:00,Exam,364,F2F,54713,20,443,55,1,22
6317,001,,,,Class,364,F2F,54714,20,1168,56,1,1
6318,01X,T,16:15:00,18:45:00,Exam,364,F2F,58317,7,902,55,1,75
6319,01X,T,16:30:00,18:00:00,Class,364,F2F,58317,7,902,55,1,75
6320,01X,,,,Class,364,Online,58317,7,902,55,1,92
6321,HF2,Th,16:15:00,18:45:00,Exam,365,F2F,56801,20,127,55,1,67
6322,HF2,Th,16:30:00,17:50:00,Class,365,F2F,56801,20,127,55,1,67
6323,001,,,,Class,365,F2F,60061,2,335,55,1,1
6324,03I,,,,Class,365,F2F,60201,3,580,55,1,1
6325,01F,M W F,10:00:00,10:50:00,Class,365,F2F,56991,72,462,55,1,53
6326,01F,W,10:45:00,13:15:00,Exam,365,F2F,56991,72,462,55,1,53
6327,WS1,W,16:30:00,19:30:00,Class,366,Online,57417,25,1021,55,1,92
6328,WS1,M,16:15:00,18:45:00,Exam,366,Online,57417,25,1021,55,1,92
6329,WM1,,,,Class,367,Online,57436,10,649,55,1,92
6330,WM1,M,16:30:00,19:30:00,Class,367,Online,57439,15,1052,55,1,92
6331,001,,,,Class,367,F2F,57442,10,650,55,1,1
6332,WM1,M,16:30:00,19:30:00,Class,367,Online,57446,15,1053,55,1,92
6333,WM1,M,16:30:00,19:30:00,Class,367,Online,59637,25,1059,55,1,92
6334,PW0,,,,Class,368,Online,54560,25,751,55,1,92
6335,01F,Th,10:45:00,13:15:00,Exam,368,F2F,54619,35,81,55,1,35
6336,01F,T,10:50:00,12:05:00,Class,368,F2F,54619,35,81,55,1,35
6337,01F,,,,Class,368,Online,54619,35,81,55,1,92
6338,PW2,,,,Class,368,Online,54537,25,605,56,1,92
6339,001,,,,Class,368,F2F,54618,0,656,55,1,1
6340,01F,Th,10:50:00,12:05:00,Class,368,F2F,54621,25,1020,55,1,35
6341,01F,,,,Class,368,Online,54621,25,1020,55,1,92
6342,001,M W,15:30:00,16:45:00,Class,371,F2F,54592,44,748,55,1,57
6343,001,W,16:15:00,18:45:00,Exam,371,F2F,54592,44,748,55,1,57
6344,PW2,,,,Class,371,Online,54542,27,748,56,1,92
6345,01F,Th,10:45:00,13:15:00,Exam,371,F2F,54617,22,1016,55,1,57
6346,01F,T,10:50:00,12:05:00,Class,371,F2F,54617,22,1016,55,1,57
6347,01F,,,,Class,371,Online,54617,22,1016,55,1,92
6348,001,M W F,11:00:00,11:50:00,Class,371,F2F,54595,35,980,55,1,34
6349,001,M,10:45:00,13:15:00,Exam,371,F2F,54595,35,980,55,1,34
6350,B01,T Th,09:25:00,12:05:00,Class,373,F2F,54506,18,5,55,1,83
6351,B01,T,08:00:00,10:30:00,Exam,373,F2F,54506,18,5,55,1,83
6352,B8X,T Th,12:15:00,14:45:00,Class,373,F2F,54507,10,330,55,1,84
6353,B8X,T,10:45:00,13:15:00,Exam,373,F2F,54507,10,330,55,1,84
6354,B8X,T Th,12:15:00,14:45:00,Class,373,F2F,54508,5,332,55,1,84
6355,B8X,T,10:45:00,13:15:00,Exam,373,F2F,54508,5,332,55,1,84
6356,B8X,T Th,12:15:00,14:45:00,Class,373,F2F,54509,5,334,55,1,84
6357,B8X,T,10:45:00,13:15:00,Exam,373,F2F,54509,5,334,55,1,84
6358,PW1,,,,Class,370,Online,54530,25,907,54,1,92
6359,PW0,,,,Class,370,Online,54531,25,827,55,1,92
6360,PW0,,,,Class,370,Online,54561,25,824,55,1,92
6361,PW0,,,,Class,370,Online,54562,25,564,55,1,92
6362,001,M,17:00:00,20:00:00,Class,384,F2F,54596,35,1211,55,1,57
6363,H01,M,17:00:00,20:00:00,Class,384,F2F,60454,1,1211,55,1,57
6364,01F,M W F,11:00:00,12:10:00,Class,392,F2F,56750,50,150,55,1,32
6365,01F,M,10:45:00,13:15:00,Exam,392,F2F,56750,50,150,55,1,32
6366,001,M W F,09:00:00,09:50:00,Class,395,F2F,54809,25,679,55,1,34
6367,001,W,08:00:00,10:30:00,Exam,395,F2F,54809,25,679,55,1,34
6368,B01,T Th,10:50:00,12:05:00,Class,395,F2F,54805,15,1142,55,1,24
6369,B01,T,10:45:00,13:15:00,Exam,395,F2F,54805,15,1142,55,1,24
6370,001,M W F,10:00:00,10:50:00,Class,395,F2F,54808,25,817,55,1,71
6371,001,W,10:45:00,13:15:00,Exam,395,F2F,54808,25,817,55,1,71
6372,001,,,,Class,395,F2F,60432,1,575,55,1,1
6373,001,,,,Class,400,F2F,59530,1,1137,55,1,1
6374,001,T Th,16:30:00,17:45:00,Class,400,F2F,56774,24,95,55,1,40
6375,001,Th,16:15:00,18:45:00,Exam,400,F2F,56774,24,95,55,1,40
6376,001,T Th,18:00:00,19:15:00,Class,400,F2F,56776,24,97,55,1,40
6377,01I,T Th,12:15:00,13:30:00,Class,400,F2F,60361,1,428,55,1,32
6378,01I,T,10:45:00,13:15:00,Exam,400,F2F,60361,1,428,55,1,32
6379,01I,,,,Class,400,F2F,59529,2,810,55,1,1
6380,001,M W F,10:00:00,10:50:00,Class,402,F2F,54598,35,751,55,1,35
6381,001,W,10:45:00,13:15:00,Exam,402,F2F,54598,35,751,55,1,35
6382,002,M W F,11:00:00,11:50:00,Class,402,F2F,54599,35,751,55,1,35
6383,002,M,10:45:00,13:15:00,Exam,402,F2F,54599,35,751,55,1,35
6384,001,M W,17:00:00,18:15:00,Class,402,F2F,54600,35,1091,55,1,35
6385,001,M,16:15:00,18:45:00,Exam,402,F2F,54600,35,1091,55,1,35
6386,01W,,,,Class,402,Online,54566,30,1243,55,1,92
6387,PW1,,,,Class,402,Online,54538,25,1080,54,1,92
6388,002,W,17:00:00,18:50:00,Class,406,F2F,55784,25,261,55,1,27
6389,002,M,16:15:00,18:45:00,Exam,406,F2F,55784,25,261,55,1,27
6390,B2X,T Th,14:45:00,17:50:00,Class,407,F2F,54480,18,472,55,1,84
6391,B2X,T,13:30:00,16:00:00,Exam,407,F2F,54480,18,472,55,1,84
6392,B2X,T Th,14:45:00,17:50:00,Class,407,F2F,59559,18,475,55,1,84
6393,B2X,T,13:30:00,16:00:00,Exam,407,F2F,59559,18,475,55,1,84
6394,B01,M W,09:00:00,11:40:00,Class,407,F2F,54476,20,326,55,1,84
6395,B01,W,08:00:00,10:30:00,Exam,407,F2F,54476,20,326,55,1,84
6396,B3X,T Th,09:25:00,12:05:00,Class,407,F2F,54482,10,321,55,1,84
6397,B3X,T,08:00:00,10:30:00,Exam,407,F2F,54482,10,321,55,1,84
6398,B1X,M W,13:30:00,16:10:00,Class,407,F2F,54477,10,1218,55,1,84
6399,B1X,M,13:30:00,16:00:00,Exam,407,F2F,54477,10,1218,55,1,84
6400,B3X,T Th,09:25:00,12:05:00,Class,407,F2F,54483,5,322,55,1,84
6401,B3X,T,08:00:00,10:30:00,Exam,407,F2F,54483,5,322,55,1,84
6402,B1X,M W,13:30:00,16:10:00,Class,407,F2F,54478,5,1219,55,1,84
6403,B1X,M,13:30:00,16:00:00,Exam,407,F2F,54478,5,1219,55,1,84
6404,B3X,T Th,09:25:00,12:05:00,Class,407,F2F,54484,5,850,55,1,84
6405,B3X,T,08:00:00,10:30:00,Exam,407,F2F,54484,5,850,55,1,84
6406,B1X,M W,13:30:00,16:10:00,Class,407,F2F,54479,5,903,55,1,84
6407,B1X,M,13:30:00,16:00:00,Exam,407,F2F,54479,5,903,55,1,84
6408,001,W,15:00:00,15:50:00,Class,411,F2F,58419,10,426,55,1,36
6409,001,W,16:15:00,18:45:00,Exam,411,F2F,58419,10,426,55,1,36
6410,001,M,15:00:00,15:50:00,Class,411,Online,58419,10,426,55,1,92
6411,01F,W,10:00:00,11:15:00,Class,412,F2F,54774,25,744,55,1,36
6412,01F,W,10:45:00,13:15:00,Exam,412,F2F,54774,25,744,55,1,36
6413,01F,,,,Class,412,Online,54774,25,744,55,1,92
6414,01F,S,19:00:00,21:30:00,Exam,412,F2F,60146,25,613,55,1,39
6415,01F,W,15:30:00,16:45:00,Class,412,F2F,60146,25,613,55,1,39
6416,01F,,,,Class,412,Online,60146,25,613,55,1,92
6417,01F,W,12:00:00,13:15:00,Class,412,F2F,54776,25,113,55,1,34
6418,01F,W,13:30:00,16:00:00,Exam,412,F2F,54776,25,113,55,1,34
6419,01F,,,,Class,412,Online,54776,25,113,55,1,92
6420,001,M W F,11:00:00,11:50:00,Class,418,F2F,57245,25,719,55,1,53
6421,001,M,10:45:00,13:15:00,Exam,418,F2F,57245,25,719,55,1,53
6422,WS1,M W F,14:30:00,15:20:00,Class,417,Online,58112,30,140,55,1,92
6423,WS1,W,13:30:00,16:00:00,Exam,417,Online,58112,30,140,55,1,92
6424,001,M W F,10:00:00,10:50:00,Class,417,F2F,58113,30,377,55,1,34
6425,001,W,10:45:00,13:15:00,Exam,417,F2F,58113,30,377,55,1,34
6426,001,M W F,11:00:00,11:50:00,Class,417,F2F,58126,30,559,55,1,39
6427,001,M,10:45:00,13:15:00,Exam,417,F2F,58126,30,559,55,1,39
6428,001,T Th,15:05:00,16:20:00,Class,425,F2F,58109,30,141,55,1,39
6429,001,T,13:30:00,16:00:00,Exam,425,F2F,58109,30,141,55,1,39
6430,PW1,,,,Class,426,Online,54534,27,7,54,1,92
6431,02W,,,,Class,426,Online,54549,27,910,56,1,92
6432,HN1,M W,12:00:00,13:15:00,Class,428,F2F,56913,20,177,55,1,9
6433,HN1,W,13:30:00,16:00:00,Exam,428,F2F,56913,20,177,55,1,9
6434,HNL,M,13:30:00,16:20:00,Class,428,F2F,56922,20,176,55,1,58
6435,082,S,13:30:00,16:00:00,Exam,430,F2F,58132,30,826,56,1,53
6436,082,S,08:00:00,12:50:00,Class,430,F2F,58132,30,826,56,1,53
6437,003,,,,Class,432,F2F,60468,4,787,55,1,1
6438,004,,,,Class,432,F2F,60469,4,787,55,1,1
6439,002,T,08:00:00,10:40:00,Class,434,F2F,55824,16,199,55,1,79
6440,002,,,,Class,434,F2F,55824,16,199,55,1,1
6441,WSA,S,08:00:00,12:50:00,Class,440,Online,58114,20,643,54,1,92
6442,003,T,11:00:00,13:40:00,Class,434,F2F,55854,16,199,55,1,79
6443,003,,,,Class,434,F2F,55854,16,199,55,1,1
6444,004,T,14:00:00,16:40:00,Class,434,F2F,55863,16,199,55,1,78
6445,004,,,,Class,434,F2F,55863,16,199,55,1,1
6446,001,W,08:00:00,10:30:00,Exam,434,F2F,55775,24,17,55,1,27
6447,001,W,07:00:00,19:00:00,Class,434,F2F,55775,24,17,55,1,79
6448,001,T,08:00:00,10:40:00,Class,434,F2F,55775,24,17,55,1,27
6449,003,T,11:00:00,13:40:00,Class,437,F2F,55854,16,199,55,1,79
6450,003,,,,Class,437,F2F,55854,16,199,55,1,1
6451,004,T,14:00:00,16:40:00,Class,437,F2F,55863,16,199,55,1,78
6452,004,,,,Class,437,F2F,55863,16,199,55,1,1
6453,002,W,10:45:00,13:15:00,Exam,437,F2F,55819,24,17,55,1,27
6454,002,W,07:00:00,19:00:00,Class,437,F2F,55819,24,17,55,1,78
6455,002,T,12:15:00,15:05:00,Class,437,F2F,55819,24,17,55,1,27
6456,WSA,T Th,09:25:00,10:40:00,Class,440,Online,58106,20,139,54,1,92
6457,WSA,T,08:00:00,10:30:00,Exam,440,Online,58106,20,139,54,1,92
6458,WSB,T Th,09:25:00,10:40:00,Class,440,Online,58107,20,139,56,1,92
6459,WSB,T,08:00:00,10:30:00,Exam,440,Online,58107,20,139,56,1,92
6460,WSA,S,08:00:00,10:30:00,Exam,440,Online,58114,20,643,54,1,92
6461,WSB,S,13:00:00,17:50:00,Class,440,Online,58116,20,643,56,1,92
6462,WSB,S,16:15:00,18:45:00,Exam,440,Online,58116,20,643,56,1,92
6463,WM1,T Th,08:00:00,09:15:00,Class,440,Online,58141,18,834,55,1,92
6464,WM1,Th,08:00:00,10:30:00,Exam,440,Online,58141,18,834,55,1,92
6465,WS1,,,,Class,441,Online,54656,10,1247,55,1,92
6466,001,M W,18:25:00,19:40:00,Class,441,F2F,54655,20,977,55,1,34
6467,001,W,19:00:00,21:30:00,Exam,441,F2F,54655,20,977,55,1,34
6468,WM1,T Th,16:30:00,17:45:00,Class,444,F2F,54564,30,660,55,1,11
6469,WM1,Th,16:15:00,18:45:00,Exam,444,F2F,54564,30,660,55,1,11
6470,WSB,T Th,15:05:00,16:20:00,Class,444,Online,54548,30,661,56,1,92
6471,WSB,T,13:30:00,16:00:00,Exam,444,Online,54548,30,661,56,1,92
6472,PW2,,,,Class,444,Online,54540,25,566,56,1,92
6473,PW0,,,,Class,444,Online,54563,25,562,55,1,92
6474,02F,M,09:00:00,11:50:00,Class,446,F2F,56811,24,122,55,1,68
6475,01F,Th,08:00:00,09:50:00,Class,446,F2F,56868,24,548,55,1,69
6476,01W,,,,Class,446,Online,56893,24,548,55,1,92
6477,01F,T Th,13:40:00,14:55:00,Class,446,F2F,57112,24,878,55,1,36
6478,01F,Th,13:30:00,16:00:00,Exam,446,F2F,57112,24,878,55,1,36
6479,01F,Th,10:00:00,11:50:00,Class,446,F2F,57112,24,878,55,1,68
6480,01W,,,,Class,446,Online,57118,24,878,55,1,92
6481,01W,,,,Class,447,Online,57281,30,685,55,1,92
6482,02W,,,,Class,447,Online,57279,30,685,55,1,92
6483,01W,,,,Class,450,Online,57435,25,401,55,1,92
6484,01W,,,,Class,450,Online,57450,25,429,55,1,92
6485,01W,,,,Class,450,Online,57451,25,89,55,1,92
6486,01W,,,,Class,450,Online,57452,25,618,55,1,92
6487,01F,S,08:00:00,10:30:00,Exam,456,F2F,58087,25,991,55,1,39
6488,01F,T,09:25:00,10:40:00,Class,456,F2F,58087,25,991,55,1,39
6489,01F,,,,Class,456,Online,58087,25,991,55,1,92
6490,02F,Th,10:45:00,13:15:00,Exam,456,F2F,58088,25,991,55,1,39
6491,02F,T,10:50:00,12:05:00,Class,456,F2F,58088,25,991,55,1,39
6492,02F,,,,Class,456,Online,58088,25,991,55,1,92
6493,01F,T,10:45:00,13:15:00,Exam,456,F2F,58091,25,659,55,1,34
6494,01F,T,12:15:00,13:30:00,Class,456,F2F,58091,25,659,55,1,34
6495,01F,,,,Class,456,Online,58091,25,659,55,1,92
6496,001,T Th,09:25:00,10:40:00,Class,460,F2F,54622,17,104,55,1,34
6497,001,T,08:00:00,10:30:00,Exam,460,F2F,54622,17,104,55,1,34
6498,002,T Th,10:50:00,12:05:00,Class,460,F2F,54624,28,104,55,1,27
6499,002,Th,10:45:00,13:15:00,Exam,460,F2F,54624,28,104,55,1,27
6500,002,T Th,15:05:00,16:20:00,Class,462,F2F,54803,25,991,55,1,38
6501,002,T,13:30:00,16:00:00,Exam,462,F2F,54803,25,991,55,1,38
6502,01W,,,,Class,462,Online,56718,22,659,55,1,92
6503,01W,,,,Class,462,Online,56720,22,1123,55,1,92
6504,01W,,,,Class,462,Online,58089,18,230,55,1,92
6505,01W,,,,Class,463,Online,57149,24,922,55,1,92
6506,0WL,,,,Class,463,Online,57150,24,920,55,1,92
6507,01F,M W,13:30:00,14:45:00,Class,463,F2F,57175,48,460,55,1,34
6508,01F,M,13:30:00,16:00:00,Exam,463,F2F,57175,48,460,55,1,34
6509,B1F,M W,13:30:00,14:45:00,Class,463,F2F,57179,20,460,55,1,67
6510,B1F,M,13:30:00,16:00:00,Exam,463,F2F,57179,20,460,55,1,67
6511,01L,M,15:00:00,17:50:00,Class,463,F2F,57182,18,445,55,1,73
6512,B1L,W,15:00:00,17:50:00,Class,463,F2F,57184,15,445,55,1,58
6513,01F,M W,12:00:00,13:15:00,Class,463,F2F,57186,24,382,55,1,53
6514,01F,W,13:30:00,16:00:00,Exam,463,F2F,57186,24,382,55,1,53
6515,01L,M,15:00:00,17:50:00,Class,463,F2F,57183,6,383,55,1,73
6516,B1L,W,15:00:00,17:50:00,Class,463,F2F,57185,5,383,55,1,58
6517,001,T Th,15:05:00,16:20:00,Class,467,Online,57318,25,189,55,1,92
6518,001,T,13:30:00,16:00:00,Exam,467,Online,57318,25,189,55,1,92
6519,001,T Th,16:30:00,17:45:00,Class,467,Online,57321,25,699,55,1,92
6520,001,Th,16:15:00,18:45:00,Exam,467,Online,57321,25,699,55,1,92
6521,01W,,,,Class,467,Online,60402,1,1058,55,1,92
6522,01F,W,13:30:00,16:00:00,Exam,468,F2F,57121,24,215,55,1,70
6523,01F,M,13:00:00,15:50:00,Class,468,F2F,57121,24,215,55,1,70
6524,01F,W,17:00:00,18:50:00,Class,468,F2F,57122,24,216,55,1,69
6525,01X,T,16:15:00,18:45:00,Exam,470,F2F,58318,7,901,55,1,75
6526,01X,T,16:30:00,18:00:00,Class,470,F2F,58318,7,901,55,1,75
6527,01X,,,,Class,470,Online,58318,7,901,55,1,92
6528,001,Th,15:30:00,18:05:00,Class,470,F2F,55752,15,163,55,1,27
6529,001,Th,16:15:00,18:45:00,Exam,470,F2F,55752,15,163,55,1,27
6530,002,Th,15:30:00,18:05:00,Class,470,F2F,58434,14,163,55,1,27
6531,002,Th,16:15:00,18:45:00,Exam,470,F2F,58434,14,163,55,1,27
6532,001,F,12:00:00,14:40:00,Class,470,F2F,55754,12,205,55,1,79
6533,001,,,,Class,470,F2F,55754,12,205,55,1,1
6534,002,F,08:00:00,10:40:00,Class,470,F2F,55850,12,205,55,1,78
6535,002,,,,Class,470,F2F,55850,12,205,55,1,1
6536,003,F,08:00:00,10:40:00,Class,470,F2F,55884,12,205,55,1,80
6537,003,,,,Class,470,F2F,55884,12,205,55,1,1
6538,004,F,12:00:00,14:40:00,Class,470,F2F,55886,12,205,55,1,80
6539,004,,,,Class,470,F2F,55886,12,205,55,1,1
6540,5W1,Th,12:30:00,15:00:00,Class,470,F2F,55888,16,205,55,1,89
6541,5W1,,,,Class,470,F2F,55888,16,205,55,1,1
6542,PW0,,,,Class,471,Online,57259,25,699,55,1,92
6543,W1A,,,,Class,472,Online,55842,25,1205,54,1,92
6544,001,,,,Class,476,F2F,60304,2,593,55,1,1
6545,01W,,,,Class,478,Online,54783,30,743,55,1,92
6546,002,T,08:00:00,10:40:00,Class,485,F2F,55824,16,199,55,1,79
6547,002,,,,Class,485,F2F,55824,16,199,55,1,1
6548,003,T,11:00:00,13:40:00,Class,485,F2F,55854,16,199,55,1,79
6549,003,,,,Class,485,F2F,55854,16,199,55,1,1
6550,004,T,14:00:00,16:40:00,Class,485,F2F,55863,16,199,55,1,78
6551,004,,,,Class,485,F2F,55863,16,199,55,1,1
6552,02X,T Th,13:40:00,14:55:00,Class,486,F2F,57564,15,682,55,1,55
6553,02X,Th,13:30:00,16:00:00,Exam,486,F2F,57564,15,682,55,1,55
6554,05X,T Th,09:25:00,10:40:00,Class,486,F2F,57267,10,686,55,1,55
6555,05X,T,08:00:00,10:30:00,Exam,486,F2F,57267,10,686,55,1,55
6556,07X,T Th,12:15:00,13:30:00,Class,486,F2F,57268,20,735,55,1,55
6557,07X,T,10:45:00,13:15:00,Exam,486,F2F,57268,20,735,55,1,55
6558,05X,T Th,09:25:00,10:40:00,Class,486,F2F,57575,5,294,55,2,55
6559,05X,T,08:00:00,10:30:00,Exam,486,F2F,57575,5,294,55,2,55
6560,07X,T Th,12:15:00,13:30:00,Class,486,F2F,57591,5,296,55,2,55
6561,07X,T,10:45:00,13:15:00,Exam,486,F2F,57591,5,296,55,2,55
6562,02X,T Th,13:40:00,14:55:00,Class,486,F2F,57565,10,688,55,1,55
6563,02X,Th,13:30:00,16:00:00,Exam,486,F2F,57565,10,688,55,1,55
6564,05X,T Th,09:25:00,10:40:00,Class,486,F2F,57593,10,687,55,1,55
6565,05X,T,08:00:00,10:30:00,Exam,486,F2F,57593,10,687,55,1,55
6566,01D,T Th,12:15:00,13:30:00,Class,488,F2F,56843,48,553,55,1,38
6567,01D,T,10:45:00,13:15:00,Exam,488,F2F,56843,48,553,55,1,38
6568,02L,T,10:00:00,11:50:00,Class,488,F2F,56845,24,554,55,1,69
6569,WM3,,,,Class,1,Online,57438,10,649,55,1,92
6570,003,,,,Class,1,F2F,57445,10,650,55,1,1
6571,01X,M W F,14:30:00,15:20:00,Class,6,F2F,26656,15,1140,52,1,77
6572,02X,M W F,12:00:00,12:50:00,Class,6,F2F,26689,20,838,52,1,77
6573,02X,M W F,12:00:00,12:50:00,Class,6,F2F,26690,10,1132,52,2,77
6574,01X,M W F,14:30:00,15:20:00,Class,6,F2F,26723,10,692,52,1,77
6575,01X,T Th,10:50:00,12:05:00,Class,8,F2F,26394,24,830,52,1,53
6576,01X,Th,12:15:00,14:05:00,Class,8,F2F,26394,24,830,52,1,68
6577,02X,T Th,10:50:00,12:05:00,Class,8,F2F,26393,24,830,52,1,53
6578,02X,T,12:15:00,14:05:00,Class,8,F2F,26393,24,830,52,1,68
6579,03X,T Th,10:50:00,12:05:00,Class,8,F2F,26392,24,830,52,1,53
6580,03X,T,15:00:00,16:50:00,Class,8,F2F,26392,24,830,52,1,68
6581,B1F,W,17:30:00,18:45:00,Class,8,F2F,26336,20,830,52,1,8
6582,B1F,M,17:30:00,19:20:00,Class,8,F2F,26336,20,830,52,1,58
6583,B1F,,,,Class,8,Online,26336,20,830,52,1,92
6584,HN1,M,10:00:00,11:50:00,Class,8,F2F,26335,20,830,52,1,58
6585,B01,M W,15:30:00,16:45:00,Class,8,F2F,26338,20,551,52,1,8
